unique_id,name,boro,geo_dist,projdesc,award,consttype,buildingid,building_address,city,zip_code,borough,latitude,longitude,community_board,community_council,bin,bbl,census_tract,nta,data_as_of,computed_region_efsh_h5xi,computed_region_f5dn_yrer,computed_region_yeji_bk3q,computed_region_92fq_4b7q,computed_region_sbqj_enih
93,"NEW DORP HS - STATEN ISLAND",R,31,"EXTERIOR MASONRY / PARAPETS / ROOFS",999.999999,CIP,R435,"465 NEW DORP LANE","Staten Island",11225,"STATEN IS",40.569393,-74.107737,502,50,5055367,2147483647,11204,SI9592,1900-05-23,10693,30,1,14,76
94,"P.S. 75 - MANHATTAN",M,3,"RPZ BACKFLOW PREVENTION DEVICES",999.999999,CIP,M075,"735 WEST END AVENUE",Manhattan,11225,MANHATTAN,40.795157,-73.973292,107,6,1034190,1012530065,183,MN0702,1900-05-23,12422,20,4,19,15
95,"I.S. 129 - BRONX",X,12,"PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL",999.999999,CIP,X129,"2055 MAPES AVENUE",Bronx,11225,BRONX,40.845878,-73.886184,206,15,2012957,2031090001,371,BX0602,1900-05-23,11269,35,5,22,31
96,"P.S. 33 - MANHATTAN",M,2,"EXTERIOR MASONRY / ROOFS PLAYGROUND SAFETY SURFACE",999.999999,CIP,M033,"281 9TH AVENUE",Manhattan,11225,MANHATTAN,40.748977,-73.999531,104,3,1012829,1007240023,97,MN0401,1900-05-23,11722,12,4,10,6
97,"P.S. 185 - BROOKLYN",K,20,"EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS",999.999999,CIP,K185,"8601 RIDGE BOULEVARD",Brooklyn,11225,BROOKLYN,40.623986,-74.033779,310,47,3153416,2147483647,60,BK1001,1900-05-23,17216,10,2,44,41
98,"P.S. 274 - BROOKLYN",K,32,"PATH OF TRAVEL BASKETBALL PLAY YARD RENOVATION / PLAYGROUND REDEVELOPMEMT",999.999999,CIP,K274,"800 BUSHWICK AVENUE",Brooklyn,11225,BROOKLYN,40.694921,-73.927931,304,34,3073752,2147483647,393,BK0401,1900-05-23,18181,42,2,30,53
99,"P.S. 88 - QUEENS",Q,24,"LOW VOLTAGE ELECTRICAL SYSTEM",999.999999,CIP,Q088,"60-85 CATALPA AVENUE",Queens,11225,QUEENS,40.703779,-73.896374,405,30,4085173,2147483647,585,QN0502,1900-05-23,15310,54,3,34,62
100,"CSI HS FOR INTERNATIONAL STUDIES - R",R,31,"IPDVS COMPLETE TECH REFRESH / IPDVS FULL CAMERA UPGRADE",999.999999,CIP,R043,"100 ESSEX DRIVE","Staten Island",11225,"STATEN IS",40.581315,-74.158589,502,51,5149609,2147483647,27702,SI0204,1900-05-23,10700,30,1,9,75
101,"BENJAMIN N. CARDOZO HS - QUEENS",Q,26,"PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL",999.999999,CIP,Q415,"57-00 223 STREET",Queens,11225,QUEENS,40.752333,-73.755990,411,23,4161735,2147483647,138501,QN1102,1900-05-23,14506,26,3,16,69
102,"P.S. 111 - BRONX",X,11,"PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL",999.999999,CIP,X111,"3740 BAYCHESTER AVENUE",Bronx,11225,BRONX,40.884343,-73.840254,212,12,2065992,2049160001,48401,BX1202,1900-05-23,11275,29,5,2,30
103,"BENJAMIN N. CARDOZO HS - QUEENS",Q,26,"ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT",999.999999,CIP,Q415,"57-00 223 STREET",Queens,11225,QUEENS,40.752333,-73.755990,411,23,4161735,2147483647,138501,QN1102,1900-05-23,14506,26,3,16,69
104,"P.S. 19 - MANHATTAN",M,1,"ELECTRICAL WORK FOR A/C INITIATIVE",999.999999,CIP,M019,"185 1ST AVENUE",Manhattan,11225,MANHATTAN,40.729636,-73.983818,103,2,1006478,1004530034,4001,MN0303,1900-05-23,11724,70,4,50,5
105,"P.S. 52 - QUEENS",Q,29,"PATH OF TRAVEL PAVED AREAS- BLACKTOP / PAVED AREA- BLACKTOP",999.999999,CIP,Q052,"178-37 146 TERRACE",Queens,11225,QUEENS,40.661122,-73.766733,413,31,4285972,2147483647,320,QN1306,1900-05-23,24669,63,3,47,63
106,"P.S. 109 - BROOKLYN",K,22,"LSP REPLACE LEAKING PVI DOMESTIC WATER HEATER",999.999999,CIP,K395,"1001 EAST 45 STREET",Brooklyn,11225,BROOKLYN,40.636455,-73.933582,317,45,3114526,2147483647,836,BK1702,1900-05-23,16866,61,2,26,40
107,"I.S. 281 - BROOKLYN",K,21,"FY20 RESO A AUDITORIUM UPGRADE / FY20 RESO A PATH OF TRAVEL AUDITORIUM UPGRADE",999.999999,CIP,K281,"8787 24 AVENUE",Brooklyn,11225,BROOKLYN,40.595341,-73.993457,311,47,3186626,2147483647,304,BK1103,1900-05-23,17616,1,2,45,37
108,"QUEENS TECH HS - Q",Q,24,"FY18 RESO A IPDVS CAMERA INSTALLATION",999.999999,CIP,Q600,"37-02 47 AVENUE",Queens,11225,QUEENS,40.742205,-73.928219,402,26,4003259,2147483647,189,QN0202,1900-05-23,16858,53,3,33,66
109,"P.S. 59 - BRONX",X,10,"ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT",999.999999,CIP,X059,"2185 BATHGATE AVENUE",Bronx,11225,BRONX,40.852774,-73.893524,206,15,2011538,2030490037,395,BX0602,1900-05-23,10935,35,5,22,31
110,"I.S. 73 - QUEENS",Q,24,"PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL",999.999999,CIP,Q073,"70-02 54 AVENUE",Queens,11225,QUEENS,40.729215,-73.893624,405,30,4058611,2147483647,49302,QN0501,1900-05-23,14788,54,3,34,62
111,"P.S. 183 - MANHATTAN",M,2,"FY19 RESO A SUPPLEMENTAL COOLING",999.999999,CIP,M183,"419 EAST 66 STREET",Manhattan,11225,MANHATTAN,40.763736,-73.958150,108,5,1045569,1014610007,116,MN0801,1900-05-23,10090,23,4,1,11
112,"P.S. 114 - QUEENS",Q,27,"LSP- PLAY YARD RENOVATION",999.999999,CIP,Q114,"134-01 CRONSTON AVENUE",Queens,11225,QUEENS,40.578261,-73.854403,414,32,4305615,2147483647,928,QN1403,1900-05-23,20532,51,3,41,58
113,"P.S. 235 - BROOKLYN",K,18,"EXTERIOR MASONRY / PARAPETS / ROOFS",999.999999,CIP,K242,"10001 FLATLANDS AVENUE",Brooklyn,11225,BROOKLYN,40.645243,-73.898241,318,46,3229773,2147483647,974,BK1803,1900-05-23,13827,5,2,8,42
114,"JOHN DEWEY HS - BROOKLYN",K,21,"FY19 RESO A AUDITORIUM UPGRADE",999.999999,CIP,K540,"50 AVENUE X",Brooklyn,11225,BROOKLYN,40.589268,-73.981738,313,47,3194998,2147483647,308,BK1301,1900-05-23,18183,21,2,45,35
115,"P.S. 106 - BROOKLYN",K,32,"LSP DOMESTIC WATER HEATER",999.999999,CIP,K106,"1328 PUTNAM AVENUE",Brooklyn,11225,BROOKLYN,40.693879,-73.913056,304,37,3077286,2147483647,435,BK0402,1900-05-23,18181,42,2,37,53
116,"P.S. 131 - QUEENS",Q,29,"LSP DOMESTIC WATER HEATER REPLACEMENT",999.999999,CIP,Q131,"170-21 84TH AVENUE",Queens,11225,QUEENS,40.716609,-73.794666,408,24,4211112,2147483647,456,QN0805,1900-05-23,24340,25,3,24,65
117,"P.S. 52 - BROOKLYN",K,22,"EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS",999.999999,CIP,K052,"2675 EAST 29 STREET",Brooklyn,11225,BROOKLYN,40.587920,-73.940532,315,48,3205435,2147483647,600,BK1503,1900-05-23,13826,32,2,15,36
118,"HILLSIDE ACADEMY FOR ARTS AND LETTERS - Q",Q,28,"LSP DOMESTIC WATER HEATER",999.999999,CIP,Q470,"167-01 GOTHIC DRIVE",Queens,11225,QUEENS,40.713218,-73.797237,408,24,4448806,2147483647,452,QN0805,1900-05-23,24340,25,3,24,65
119,"P.S. 13 - QUEENS",Q,24,"EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS",999.999999,CIP,Q013,"55-01 94TH STREET",Queens,11225,QUEENS,40.737613,-73.868510,404,25,4437297,2147483647,457,QN0401,1900-05-23,14784,66,3,5,68
120,"P.S./I.S. 266 - QUEENS",Q,26,"LSP HOT WATER HEATER",999.999999,CIP,Q266,"74-10 COMMONWEALTH BOULEVARD",Queens,11225,QUEENS,40.746231,-73.727614,413,23,4529900,2147483647,1567,QN1302,1900-05-23,24335,63,3,16,63
121,"I.S. 119 - QUEENS",Q,24,"EXTERIOR DOORS / EXTERIOR MASONRY / FIRE ALARM / FLOOD ELIMINATION / LL26 EXIT SIGNS / PARAPETS / ROOFS / WINDOWS",999.999999,CIP,Q119,"74-01 78 AVENUE",Queens,11225,QUEENS,40.704406,-73.875183,405,32,4092660,2147483647,63301,QN0503,1900-05-23,15310,54,3,34,62
122,"P.S./I.S. @ 3761 10TH AVENUE - MANHATTAN",M,6,New,999.999999,CAP,M502,"3761 10TH AVENUE",Manhattan,10034,MANHATTAN,40.860962,-73.921475,112,10,1000000,1021980001,299,MN1203,1900-05-23,13092,47,4,39,22
123,"P.S. 152 - QUEENS",Q,30,"ELECTRICAL WORK FOR A/C INITIATIVE",999.999999,CIP,Q152,"33-52 62 STREET",Queens,11225,QUEENS,40.753037,-73.900123,402,25,4027102,2147483647,293,QN0203,1900-05-23,14787,53,3,33,66
124,"P.S. 22 - QUEENS",Q,25,"TCU REMOVAL/PLAYGROUND REDEVELOPMENT",999.999999,CIP,Q022,"153-33 SANFORD AVENUE",Queens,11225,QUEENS,40.761249,-73.811808,407,20,4438184,2147483647,1167,QN0704,1900-05-23,14190,22,3,3,67
125,"QUEENS METROPOLITAN HIGH SCHOOL - QUEENS",Q,28,"FY16 RESO A GREEN ROOF",999.999999,CIP,Q686,"91-30 METROPOLITAN AVENUE",Queens,11225,QUEENS,40.711367,-73.856698,406,29,4447233,2147483647,645,QN0602,1900-05-23,14786,40,3,28,70
126,"I.S. @ 47-10 BARNETT AVENUE - QUEENS",Q,30,New,999.999999,CAP,Q429,"47-10 BARNETT AVENUE",Queens,11104,QUEENS,40.750017,-73.915867,402,26,4000846,2147483647,169,QN0202,1900-05-23,16861,53,3,33,66
127,"ALFRED E. SMITH HS - X",X,7,"ROOM CONVERSION / UPGRADE PLUMBING SHOP-RM B-50 & ELE",999.999999,CIP,X600,"333 EAST 151 STREET",Bronx,11225,BRONX,40.818232,-73.919867,201,17,2001874,2024110022,67,BX0102,1900-05-23,10929,49,5,43,23
128,"P.S. 452 - MANHATTAN",M,3,"ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT",999.999999,CIP,M191,"210 WEST 61 STREET",Manhattan,11225,MANHATTAN,40.771966,-73.987429,107,6,1030320,1011520029,147,MN0701,1900-05-23,12420,20,4,19,12
129,"P.S. 152 - MANHATTAN",M,6,"NYS AUDITORIUM UPGRADE",999.999999,CIP,M152,"93 NAGLE AVENUE",Manhattan,11225,MANHATTAN,40.860412,-73.927936,112,10,1064149,1021730001,283,MN1202,1900-05-23,13098,47,4,39,22
130,"P.S. 154 - QUEENS",Q,25,"ELECTRICAL WORK FOR A/C INITIATIVE",999.999999,CIP,Q154,"75-02 162 STREET",Queens,11225,QUEENS,40.726769,-73.806894,408,24,4148003,2147483647,1257,QN0802,1900-05-23,14508,25,3,24,65
131,"P.S. 527 - MANHATTAN",M,2,"FY18 RESO A IPDVS SURVEILLANCE CAMERA INSTALLATION / FY19 RESO A IPDVS CAMERA INSTALLATION / FY20 RESO A IPDVS CAMERA INSTALLATION",999.999999,CIP,M816,"323 EAST 91 STREET",Manhattan,11225,MANHATTAN,40.780763,-73.948690,108,5,1050217,1015540015,15402,MN0803,1900-05-23,10099,23,4,1,11
132,"THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS",X,7,"EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS",999.999999,CIP,X183,"339 MORRIS AVENUE",Bronx,11225,BRONX,40.813641,-73.925313,201,8,2000957,2023330070,51,BX0101,1900-05-23,10929,49,5,35,23
133,"P.S. 189 - MANHATTAN",M,6,"EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / PLAYGROUND / ROOFS",999.999999,CIP,M189,"2580 AMSTERDAM AVENUE",Manhattan,11225,MANHATTAN,40.852631,-73.927604,112,10,1076750,1021590051,277,MN1202,1900-05-23,13098,47,4,39,22
134,"P.S. 37 - BRONX",X,10,"PA SYSTEM REPLACEMENT",999.999999,CIP,X037,"360 W 230TH STREET",Bronx,11225,BRONX,40.880263,-73.910466,208,11,2097990,2057160725,29302,BX0803,1900-05-23,11272,48,5,40,33
135,"I.S. 653 - BROOKLYN",K,13,New,999.999999,CAP,K653,"491 DEAN STREET",Brooklyn,11217,BROOKLYN,40.681392,-73.973655,308,35,0,0,161,BK0801,1900-05-23,17619,16,2,48,50
136,"P.S. 114 - BRONX",X,9,"EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS / WINDOWS",999.999999,CIP,X114,"1155 CROMWELL AVENUE",Bronx,11225,BRONX,40.834776,-73.923067,204,16,2003022,2024950100,6302,BX0491,1900-05-23,10930,50,5,42,27
137,"MOTT HALL HS - MANHATTAN",M,5,"RPZ BACKFLOW PREVENTION DEVICES",999.999999,CIP,M136,"6 EDGECOMBE AVENUE",Manhattan,11225,MANHATTAN,40.817372,-73.947712,110,9,1059460,1019600001,22102,MN1002,1900-05-23,12427,18,4,36,20
138,"P.S. 41 - QUEENS",Q,26,Demo,999.999999,CAP,Q041,"214-43 35 AVENUE",Queens,11361,QUEENS,40.769601,-73.770863,411,19,4135975,2147483647,1097,QN1102,1900-05-23,14196,26,3,20,69
139,"FIORELLO LAGUARDIA HS - MANHATTAN",M,3,"FIRE SPRINKLER SYSTEM / RPZ BACKFLOW PREVENTION DEVICES",999.999999,CIP,M485,"100 AMSTERDAM AVENUE",Manhattan,11225,MANHATTAN,40.773629,-73.985273,107,6,1030341,1011560030,15101,MN0701,1900-05-23,12420,20,4,19,12
140,"P.S. 160 - BRONX",X,11,"LSP HOT WATER TANK IN BOILER ROOM",999.999999,CIP,X160,"4140 HUTCHINSON RIVER PARKWAY EAST",Bronx,11225,BRONX,40.864687,-73.824299,210,12,2072352,2051350200,30201,BX1004,1900-05-23,12344,43,5,2,28
141,"P.S. 51 - QUEENS",Q,27,"C OF O",999.999999,CIP,Q051,"87-45 117TH STREET",Queens,11225,QUEENS,40.699015,-73.832356,409,29,4449704,2147483647,122,QN0902,1900-05-23,24014,46,3,28,60
142,"P.S. 46 - STATEN ISLAND",R,31,"FY18 RESO A ROOM CONVERSIONS/PARTITIONING",999.999999,CIP,R046,"41 REID AVENUE","Staten Island",11225,"STATEN IS",40.593770,-74.080580,502,50,5047613,2147483647,64,SI0201,1900-05-23,10692,30,1,14,76
143,"P.S./I.S. 208 - QUEENS",Q,26,"COVID VENTILATION",999.999999,CIP,Q208,"74-30 COMMONWEALTH BOULEVARD",Queens,11225,QUEENS,40.745948,-73.727456,413,23,4529898,2147483647,1567,QN1302,1900-05-23,24335,63,3,16,63
144,"BRONX LAB SCHOOL - BRONX",X,11,"INTERIOR SPACES",999.999999,CIP,X425,"800 EAST GUN HILL ROAD",Bronx,11225,BRONX,40.875953,-73.861970,212,12,2057045,2046330040,372,BX1201,1900-05-23,11605,29,5,2,30
145,"P.S. 253 - QUEENS",Q,27,"LSP DOMESTIC WATER HEATER REPLACEMENT",999.999999,CIP,Q253,"1307 CENTRAL AVENUE",Queens,11225,QUEENS,40.607290,-73.749400,414,31,4297972,2147483647,103202,QN1401,1900-05-23,20529,51,3,47,59
146,"P.S. 277 - BRONX",X,7,"EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS",999.999999,CIP,X027,"519 ST ANNS AVENUE",Bronx,11225,BRONX,40.813517,-73.913402,201,8,2000114,2022740023,43,BX0101,1900-05-23,10933,49,5,35,23
147,"P.S. 102 - BROOKLYN",K,20,"FY19 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE",999.999999,CIP,K102,"211 72 STREET",Brooklyn,11225,BROOKLYN,40.634020,-74.029036,310,47,3146491,2147483647,68,BK1001,1900-05-23,17216,10,2,44,41
148,"MANHATTAN BRIDGES - MANHATTAN",M,2,"EXTERIOR MASONRY / PARAPETS / ROOFS",999.999999,CIP,M535,"525 WEST 50 STREET",Manhattan,11225,MANHATTAN,40.765234,-73.993076,104,3,1083802,1010790029,13501,MN0402,1900-05-23,12081,12,4,10,10
149,"P.S. 84 - BROOKLYN",K,14,"PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL",999.999999,CIP,K084,"250 BERRY STREET",Brooklyn,11225,BROOKLYN,40.714785,-73.963000,301,34,3062766,2147483647,551,BK0102,1900-05-23,17613,36,2,30,56
150,"P.S. 195 - QUEENS",Q,29,"PARAPETS / ROOFS / WATER PENETRATION",999.999999,CIP,Q195,"253-50 149 AVENUE",Queens,11225,QUEENS,40.653006,-73.736395,413,31,4290116,2147483647,66403,QN1307,1900-05-23,24018,63,3,47,63
151,"P.S. 195 - BROOKLYN",K,22,"EXTERIOR MASONRY",999.999999,CIP,K195,"131 IRWIN STREET",Brooklyn,11225,BROOKLYN,40.579451,-73.943819,315,48,3246519,2147483647,620,BK1503,1900-05-23,13826,32,2,15,36
152,"P.S. 2 - MANHATTAN",M,2,"FY20 RESO A AUDITORIUM UPGRADE",999.999999,CIP,M002,"122 HENRY STREET",Manhattan,11225,MANHATTAN,40.713273,-73.991339,103,1,1003248,1002730001,6,MN0301,1900-05-23,11723,70,4,32,4
153,"P.S. 112 - BROOKLYN",K,20,"EXTERIOR MASONRY / PARAPETS / ROOFS / WATER INFILTRATION / WINDOWS",999.999999,CIP,K112,"7115 15 AVENUE",Brooklyn,11225,BROOKLYN,40.619780,-74.000792,311,38,3157760,2147483647,190,BK1101,1900-05-23,13511,1,2,44,37
154,"AVIATION HS - QUEENS",Q,24,"IDA GYM FLOOR REPLACEMENT @ Q610",999.999999,CIP,Q610,"45-30 36 STREET",Queens,11225,QUEENS,40.743509,-73.929076,402,26,4436685,2147483647,17902,QN0202,1900-05-23,16858,53,3,33,66
155,"P.S. 169 - BROOKLYN",K,15,"EXTERIOR MASONRY / PARAPETS / ROOF REPLACEMENT / WINDOWS",999.999999,CIP,K169,"4305 7 AVENUE",Brooklyn,11225,BROOKLYN,40.646290,-74.001903,307,38,3011002,2147483647,9201,BK0703,1900-05-23,13515,9,2,7,45
156,"P.S. 58 - BROOKLYN",K,15,"FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE / FY20 RESO A PLAYGROUND UPGRADE",999.999999,CIP,K058,"330 SMITH STREET",Brooklyn,11225,BROOKLYN,40.680415,-73.994754,306,39,3000000,2147483647,77,BK0601,1900-05-23,13514,14,2,27,48
157,"P.S. 41 - BROOKLYN",K,23,"PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL",999.999999,CIP,K041,"411 THATFORD AVENUE",Brooklyn,11225,BROOKLYN,40.660306,-73.907355,316,41,3082389,2147483647,918,BK1602,1900-05-23,17614,55,2,25,46
158,"P.S. 234 - MANHATTAN",M,2,"EXTERIOR MASONRY",999.999999,CIP,M234,"292 GREENWICH STREET",Manhattan,11225,MANHATTAN,40.716017,-74.011038,101,1,1001533,1001420001,21,MN0102,1900-05-23,11728,56,4,32,1
159,"P.S. 132 - MANHATTAN",M,6,"ELECTRICAL WORK FOR A/C INITIATIVE",999.999999,CIP,M132,"185 WADSWORTH AVENUE",Manhattan,11225,MANHATTAN,40.850626,-73.934377,112,10,1063947,1021650026,271,MN1202,1900-05-23,13091,47,4,39,22
160,"P.S. 29 - STATEN ISLAND",R,31,"FLOOD ELIMINATION / PLAYGROUNDS",999.999999,CIP,R029,"1581 VICTORY BOULEVARD","Staten Island",11225,"STATEN IS",40.613604,-74.115988,501,50,5009028,2147483647,147,SI0105,1900-05-23,10700,4,1,14,74
161,"P.S. 207 - BROOKLYN",K,22,"FY18 RESO A AUDITORIUM  UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE",999.999999,CIP,K207,"4011 FILLMORE AVENUE",Brooklyn,11225,BROOKLYN,40.613353,-73.930129,318,46,3239388,2147483647,652,BK1802,1900-05-23,13825,5,2,8,38
162,"GROVER CLEVELAND HS - QUEENS",Q,24,"SCIENCE LAB UPGRADES",999.999999,CIP,Q485,"21-27 HIMROD STREET",Queens,11225,QUEENS,40.711033,-73.908814,405,30,4080227,2147483647,59501,QN0502,1900-05-23,15310,54,3,34,62
163,"VISTA ACADEMY - BROOKLYN",K,19,"FY20 RESO A PATH OF TRAVEL SCIENCE LAB UPGRADES / FY20 RESO A SCIENCE LAB UPGRADES",999.999999,CIP,K302,"350 LINWOOD STREET",Brooklyn,11225,BROOKLYN,40.677104,-73.883433,305,37,3088357,2147483647,1170,BK0501,1900-05-23,17215,45,2,37,47
164,"EAST SIDE COMMUNITY SCHOOL",M,1,"COVID VENTILATION",999.999999,CIP,M060,"420 EAST 12 STREET",Manhattan,11225,MANHATTAN,40.729589,-73.982555,103,2,1005974,1004390017,34,MN0303,1900-05-23,11729,70,4,50,5
165,"I.S. @ 650 86TH STREET - BROOKLYN",K,20,New,999.999999,CAP,K322,"650  86TH STREET",Brooklyn,11228,BROOKLYN,40.618851,-74.021875,310,50,3153881,2147483647,152,BK1001,1900-05-23,13511,10,2,44,41
166,"P.S. 104 - QUEENS",Q,27,"DOWNTOWN FAR ROCKAWAY REZONING PARK UPGRADES",999.999999,CIP,Q104,"26-01 MOTT AVENUE",Queens,11225,QUEENS,40.608467,-73.764548,414,31,4442313,2147483647,100801,QN1401,1900-05-23,20529,51,3,47,59
167,"K721 SPED - BROOKLYN",K,21,"LSP- INTERIOR SPACES",999.999999,CIP,K722,"64 AVENUE X",Brooklyn,11225,BROOKLYN,40.589317,-73.981310,313,47,3385667,2147483647,308,BK1301,1900-05-23,18183,21,2,45,35
168,"P.S. 85 ANNEX - QUEENS",Q,30,New,999.999999,CAP,Q489,"23-35 29 STREET",Queens,11105,QUEENS,40.774348,-73.914710,401,22,0,0,115,QN0101,1900-05-23,16862,39,3,4,72
169,"Q075 SPED - QUEENS",Q,24,"EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS",999.999999,CIP,Q075,"16-66 HANCOCK STREET",Queens,11225,QUEENS,40.698476,-73.905556,405,34,4085584,2147483647,553,QN0502,1900-05-23,15310,54,3,30,62
170,"3K CENTER @ 2659 WEBSTER AVENUE - BRONX",X,10,Lease,999.999999,CAP,X491,"2659 WEBSTER AVENUE",Bronx,10458,BRONX,40.863677,-73.888796,207,15,2016370,2032770032,397,BX0603,1900-05-23,10936,24,5,22,34
171,"LONG ISLAND CITY HS - Q",Q,30,"CRACKED PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS",999.999999,CIP,Q452,"14-30 BROADWAY",Queens,11225,QUEENS,40.765826,-73.932800,401,22,4467709,2147483647,45,QN0105,1900-05-23,16863,39,3,4,72
172,"EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K",K,19,"ELECTRICAL WORK FOR A/C INITIATIVE",999.999999,CIP,K072,"605 SHEPHERD AVENUE",Brooklyn,11225,BROOKLYN,40.669387,-73.879614,305,42,3090219,2147483647,1164,BK0502,1900-05-23,17215,45,2,25,47
173,"P.S. 115 - BROOKLYN",K,18,"EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS",999.999999,CIP,K115,"1500 EAST 92 STREET",Brooklyn,11225,BROOKLYN,40.635015,-73.897262,318,46,3232559,2147483647,1008,BK1803,1900-05-23,13827,5,2,8,42
174,"P.S. 84 - MANHATTAN",M,3,"FY18 RESO A PLAYGROUND UPGRADE",999.999999,CIP,M084,"32 WEST 92 STREET",Manhattan,11225,MANHATTAN,40.789526,-73.967574,107,6,1081042,1012050006,177,MN0702,1900-05-23,12422,20,4,19,15
175,"P.S. 28 - QUEENS",Q,24,"LSP- DOMESTIC WATER HEATER",999.999999,CIP,Q028,"109-10 47TH AVENUE",Queens,11225,QUEENS,40.747126,-73.854824,404,21,4529578,2147483647,415,QN0402,1900-05-23,14510,66,3,21,68
176,"P.S. 197 - QUEENS",Q,27,"IPDVS CAMERA INSTALLATION",999.999999,CIP,Q197,"825 HICKSVILLE ROAD",Queens,11225,QUEENS,40.600199,-73.743968,414,31,4298856,2147483647,101002,QN1401,1900-05-23,20529,51,3,47,59
177,"FOREST HILLS HS - QUEENS",Q,28,"WATER INFILTRATION AT CHIMNEY",999.999999,CIP,Q440,"67-01 110 STREET",Queens,11225,QUEENS,40.729402,-73.845637,406,29,4052143,2147483647,747,QN0602,1900-05-23,14786,40,3,28,70
178,"P.S. 197 - MANHATTAN",M,5,"ELECTRICAL WORK FOR A/C INITIATIVE",999.999999,CIP,M197,"2230 5TH AVENUE",Manhattan,11225,MANHATTAN,40.813184,-73.937322,110,9,1076433,1017330017,212,MN1002,1900-05-23,13095,18,4,36,20
179,"P.S. 59 - MANHATTAN",M,2,"FY20 RESO A GREENROOF",999.999999,CIP,M488,"231-249 EAST 56 STREET",Manhattan,11225,MANHATTAN,40.759249,-73.967221,106,4,1088892,1013300013,10803,MN0604,1900-05-23,12419,71,4,51,9
180,"P.S. 193 - BROOKLYN",K,22,"RPZ BACKFLOW PREVENTION DEVICES",999.999999,CIP,K193,"2515 AVENUE L",Brooklyn,11225,BROOKLYN,40.621507,-73.950473,314,45,3208461,2147483647,754,BK1403,1900-05-23,17217,60,2,26,43
181,"Q256 SPED - QUEENS",Q,27,"PHASE III  WORK- DEMO AND PLAYGROUND REDEVELOPMENT",999.999999,CIP,Q816,"445 BEACH 135 STREET",Queens,11225,QUEENS,40.577026,-73.854539,414,32,4305631,2147483647,928,QN1403,1900-05-23,20532,51,3,41,58
182,"HS FOR HEALTH CAREER & SCIENCE - M",M,6,"EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS",999.999999,CIP,M465,"549 AUDUBON AVENUE",Manhattan,11225,MANHATTAN,40.855855,-73.927120,112,10,1076751,1021600018,277,MN1202,1900-05-23,13098,47,4,39,22
183,"P.S. 144 - QUEENS",Q,28,"RESO A LIBRARY UPGRADE",999.999999,CIP,Q144,"69-20 JUNO STREET",Queens,11225,QUEENS,40.715281,-73.852412,406,29,4614902,2147483647,729,QN0602,1900-05-23,14786,40,3,28,70
184,"I.S. 98 - BRONX",X,12,"EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS",999.999999,CIP,X098,"1619 BOSTON ROAD",Bronx,11225,BRONX,40.835900,-73.890458,203,15,2009867,2029390093,155,BX0303,1900-05-23,11269,34,5,43,25
185,"P.S. 60 - STATEN ISLAND",R,31,"LSP REPLACE UNIVENTS",999.999999,CIP,R060,"55 MERRILL AVENUE","Staten Island",11225,"STATEN IS",40.610073,-74.162129,502,50,5031151,2147483647,29104,SI0204,1900-05-23,10700,30,1,14,75
186,"P.S. 200 - BROOKLYN",K,20,"EXTERIOR MASONRY / PARAPETS / ROOFS",999.999999,CIP,K200,"1940 BENSON AVENUE",Brooklyn,11225,BROOKLYN,40.603188,-74.001408,311,38,3167818,2147483647,282,BK1102,1900-05-23,17616,1,2,44,37
